Bogennummer	Ort	Wenkersatz	Original	Alignment
41365	Rimbach-Près-Guebwiller	WS01	Im Windér fliaga d'rockenè Blǟdér in d'r Luft ŭmma.	im windér fliaga drockenè blǟdér in dr luft ŭmma
41460	Rixheim	WS01	Èm Wènter fliage d' truckene Blätter èn dr Luft umme.	èm wènter fliage d truckene blätter èn dr luft umme
41566	Ranspach-Le-Bas	WS01	Im Winder flīaga dirre Blätter in d'r Luft umma.	im winder flīaga dirre blätter in dr luft umma
41598	Lörrach	WS01	Im Winter fliège diè trochĕnĕ Bledder in d'r Luft umme.	im winter fliège diè trochĕnĕ bledder in dr luft umme
41615	Schopfheim	WS01	Im Winter fliège die trochene Blätter in dr Luft um̄e.	im winter fliège die trochene blätter in dr luft um̄e
41621	Wehr	WS01	Im Winter fliè-gè die troch'nĕ Blätter in d'r Luft ummè.	im winter fliè gè die trochnĕ blätter in dr luft ummè
41623	Hütten	WS01	Im Winder flǖgn di drochnè Blädder ī der Luft ummè.	im winder flǖgn di drochnè blädder ī der luft ummè
41653	Largitzen	WS01	Im Winter fliege truckene Blätter in dr Luft ume.	im winter fliege truckene blätter in dr luft ume
41829	Friesenried	WS01	Im Wintr fliaget d'truckene Blättr in d'r Luft rum.	im wintr fliaget dtruckene blättr in dr luft rum
41836	Kaufbeuren	WS01	In Wint'r flüëget d'ruckne Blöttr in d'r Lrft omanand'r.	in wintr flüëget druckne blöttr in dr lrft omanandr
42067	Garmisch	WS01	Im Winter flieag'n dia trockna Blätter in dr Luft umanand.	im winter flieagn dia trockna blätter in dr luft umanand
42097	Traunstein	WS01	Im Winda fliag'n dö trockna Blattln umerdum.	im winda fliagn dö trockna blattln umerdum
42661	Frauenkirchen	WS01	In Winta fliagn die truckana Blal in da Luft umana'nda.	in winta fliagn die truckana blal in da luft umananda
42662	Frauenkirchen	WS01	Im Winter fliegn die tien Plaln in der Luft umarnanda.	im winter fliegn die tien plaln in der luft umarnanda
43690	Oberwart	WS01		
43699	Sziget	WS01		
44549	Tägerwilen	WS01	Im Winter flüged truchni <(auch trochni)> Blätter i de Luft ume.	im winter flüged truchni blätter i de luft ume
44770	Mont-Tramelan	WS01	Im Winter flüge di trockene Bletter i dr Luft ume.	im winter flüge di trockene bletter i dr luft ume
44773	La	WS01	Im Winter flüge die trockene Bletter i dr Luft ume.	im winter flüge die trockene bletter i dr luft ume
45376	Winterthur	WS01	im vinter fly:gɘd die troxnɘ bletɘr i dr luft umɘ.	im vinter flygɘd die troxnɘ bletɘr i dr luft umɘ
45827	Niederberg	WS01	Im Wintêr flügi di trochene Bletter i dr Luft dêsumê.	im wintêr flügi di trochene bletter i dr luft dêsumê
45893	Lungern	WS01	Im Winter flodrid diä ddirä Bletter i dr Luft umä.	im winter flodrid diä ddirä bletter i dr luft umä
46054	Medels	WS01	Im Wintr flügá dua trockna Plettr in dr Luft umhá.	im wintr flügá dua trockna plettr in dr luft umhá
46079	Fideris	WS01	Im Winter fleugend di trocknen Pletter in der Luft ummer.	im winter fleugend di trocknen pletter in der luft ummer
46124	Gsteig	WS01	Im Winter flöigen di trochene-m Blätter in der Luft umha.	im winter flöigen di trochene m blätter in der luft umha
46135	Eggerberg	WS01	Im Winter fleigund di trochundu Bletter inder Luft umha.	im winter fleigund di trochundu bletter inder luft umha
46136	Visperterminen	WS01	Im Winter fleigunt die trochunu Bletter in der Luft umanandre.	im winter fleigunt die trochunu bletter in der luft umanandre
46143	Zwischbergen	WS01	Im Wintär fleigunt die trochunu Blettär in där Luft umunand.	im wintär fleigunt die trochunu blettär in där luft umunand
46432	Duvenstedt	WS01	In Winder fleeg de drögen Blä in de Luch herüm.	in winder fleeg de drögen blä in de luch herüm
46528	Brekendorf	WS01	In'ne Winder fleeng de dröng Blä dör de Luff rümm.	inne winder fleeng de dröng blä dör de luff rümm
46582	Brecklum	WS01	Ín dí Wínter flegén dí dröge Bläder dör dí Luft herúm.	ín dí wínter flegén dí dröge bläder dör dí luft herúm
46671	Schleswig	WS01	Inne Winter flēg'n de dräg'n Bläđer inne Luf herum.	inne winter flēgn de drägn bläđer inne luf herum
46752	Nieblum	WS01	In'e Winter fleg'n de drögen Bläder dör'e Luft umhi.	ine winter flegn de drögen bläder döre luft umhi
46758	Wyk	WS01	In de Winder flegen de drögen Bläder in de Luft herum.	in de winder flegen de drögen bläder in de luft herum
47159	Bremen	WS01	In'n Winter fleegt de dregen Bläder inner Luft rum.	inn winter fleegt de dregen bläder inner luft rum
47218	Barsselermoor	WS01	In'n Winter fläigt däi drögen Bleöre dör däi Luft herümme.	inn winter fläigt däi drögen bleöre dör däi luft herümme
47220	Harkebrügge	WS01	Jnnen Winter fleiget die drögen Blöer där die Lucht herumme.	jnnen winter fleiget die drögen blöer där die lucht herumme
47231	Oldenburg	WS01	In'n winter flêgt de drö̂gen blä̂der dö̂r de luft herum.	inn winter flêgt de drö̂gen blä̂der dö̂r de luft herum
47314	Leer	WS01	In't Winter flegen de dröge Blader dör de Lücht </ in de Lücht> herum.	int winter flegen de dröge blader dör de lücht herum
47526	Campen	WS01	'S winters vlijgen <(das holländiſche Y)> de drööge bladen döör de lücht.	s winters vlijgen de drööge bladen döör de lücht
47660	Sandhorst	WS01	In'd Winter flegen de drög Bladen dör de Luft herüm. 	ind winter flegen de drög bladen dör de luft herüm
47679	Zetel	WS01	Inn Winter fleegt de drögen Bläär inne Luft herümm.	inn winter fleegt de drögen bläär inne luft herümm
47798	Kiel	WS01	Jn'n Winder fleecht de dröhg'n Bläder dörch de Luff herum.	jnn winder fleecht de dröhgn bläder dörch de luff herum
48224	Cuxhaven	WS01	In Winter flegt de drögen Bläder dörch de Luft herüm. 	in winter flegt de drögen bläder dörch de luft herüm
48388	Pakens	WS01	In'n Winter fleegt de drögen Blöh inne Luft hrumm.	inn winter fleegt de drögen blöh inne luft hrumm
48388	Pakens	WS01	In'n Winter fleegt de drög' Blö<(ä)> in'd Lucht herüm.	inn winter fleegt de drög blö ind lucht herüm
48456	Wittmund	WS01	In d' Winter flegen de dröge Blöd' dör de Lucht herüm.	in d winter flegen de dröge blöd dör de lucht herüm
48550	Teutenwinkel	WS01	In'n Win<(j)>ta fleig'n dei drög'n Blärra dörg <(in)> dei Luft h'rüm <(run<(j)>d üm)>	inn winta fleign dei drögn blärra dörg dei luft hrüm d üm)>
48663	Segeberg	WS01	In'n Winther flejgt dej drögen Blädher dör <(dörch)> dej Luft h'rüm. 	inn winther flejgt dej drögen blädher dör dej luft hrüm
48891	Grevesmühlen	WS01	In Wintde flegen de drögen Bläre dörch de Luft rüm.	in wintde flegen de drögen bläre dörch de luft rüm
48975	Elmshorn	WS01	In Winter flegt de drög'n Bläd in de Lof 'r[?]m.	in winter flegt de drögn bläd in de lof r?m
49498	Dannenberg	WS01	In Winter flegen de drögen Bläder dörch de Luft umher.	in winter flegen de drögen bläder dörch de luft umher
49547	Pritzwalk	WS01	In'n Winter fleegen de drögen Blärer dörch de Luft rümm.	inn winter fleegen de drögen blärer dörch de luft rümm
49547	Lüneburg	WS01	In'n winter fleigt dei drø̂g'n blœ̂der dørch dei luft rym.	inn winter fleigt dei drø̂gn blœ̂der dørch dei luft rym
50119	Hamburg	WS01	In'n Winter fleegt de dreugen Blöd in de Luft herum.	inn winter fleegt de dreugen blöd in de luft herum
50345	Schwerin	WS01	In'n Wintĕ fleg'n de drög'n Blärĕ dörch de Luft rüm.	inn wintĕ flegn de drögn blärĕ dörch de luft rüm
51186	Bergen	WS01	In'n <(in den)> Winte flēg'n dē drȫg'n Bläṙe dör̥ch dē Luft her̥rüm.	inn winte flēgn dē drȫgn bläṙe dör̥ch dē luft her̥rüm
51273	Stralsund	WS01	Im Winte flegen de drögen Bläre dorch de Luft herrüm.	im winte flegen de drögen bläre dorch de luft herrüm
51351	Marlow	WS01	In'n Wintá fleig'n dei drög'n Blärá dörch die Luft rüm.	inn wintá fleign dei drögn blärá dörch die luft rüm
51427	Waren	WS01	In'n Wintă fleig'n dei drög'n Blärră dörch dei Luft rüm <(auch rümmă)>.	inn wintă fleign dei drögn blärră dörch dei luft rüm 
51453	Neubrandenburg	WS01	In'n Wint-er <(a)> fleegen de drögen Blärer <(a)> dörch de Luft herüm.	inn wint er fleegen de drögen blärer dörch de luft herüm
51687	Neustrelitz	WS01	In'n Wintĕr fleg'n de drög'n Blärĕr dörch de Luft rüm.	inn wintĕr flegn de drögn blärĕr dörch de luft rüm
51784	Saarow	WS01	Im Winte fleege de dröge Bläde dörch de Luft ümhe.	im winte fleege de dröge bläde dörch de luft ümhe
51862	Prenzlau	WS01	In'n Winta fleg'n de drög'n Blära dörch de Luft ümher.	inn winta flegn de drögn blära dörch de luft ümher
52197	Gransee	WS01	In Winter flegen de drögen Bläter dörch de Luft rümhär.	in winter flegen de drögen bläter dörch de luft rümhär
52227	Angermünde	WS01	Im Winter flegen de drögen Bläder in de Luft rum.	im winter flegen de drögen bläder in de luft rum
80023	Bosco	WS01	Ém Wéntar fleigan di trocknu Blattar i dér Luft ummar.	ém wéntar fleigan di trocknu blattar i dér luft ummar
